E21Person_id	permalink	label_it	label_en	viaf	worldcat	wikidata	rit_rdq1	rit_rdq2	rit_rdq3	rit_rdq4	rit_rdq5	rit_rdq6	rit_rdq7	rit_rdq8	rit_rdq9	rit_rdq10	rit_rdq11	rit_rdq12	rit_rdq13	rit_rdq14	rit_rdq15
https://w3id.org/ficlitdl/person/giuseppe-raimondi	https://w3id.org/ficlitdl/person/giuseppe-raimondi	Giuseppe Raimondi (Bologna, 1898-1985)	Giuseppe Raimondi (Bologna, 1898-1985)	http://viaf.org/viaf/7457679	https://www.worldcat.org/identities/lccn-n79021749	https://www.wikidata.org/wiki/Q3771293	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/notebook/rdq1/author	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/notebook/rdq2/author	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/notebook/rdq3/author	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/notebook/rdq4/author	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/notebook/rdq5/author	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/notebook/rdq6/author	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/notebook/rdq7/author	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/notebook/rdq8/author	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/notebook/rdq9/author	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/notebook/rdq10/author	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/notebook/rdq11/author	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/notebook/rdq12/author	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/notebook/rdq13/author	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/notebook/rdq14/author	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/notebook/rdq15/author


