E45Address_id	permalink	label_it	label_en
https://w3id.org/ficlitdl/address/via-zamboni-32-40126-Bologna-BO	https://w3id.org/ficlitdl/address/via-zamboni-32-40126-Bologna-BO	Via Zamboni 32, 40126, Bologna (BO), Italia	Via Zamboni 32, 40126, Bologna (BO), Italy
